Track Name,Track ID,Artist,Track popularity,Playlist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,Artist ID,Artist Followers,Artist genres,Artist popularity,Preference,Type,anime,anime latino,anime lo-fi,anime rock,anime score,art rock,canterbury scene,chill r&b,chinese idol pop,classic j-pop,classic k-pop,complextro,dance pop,edm,idol rock,j-acoustic,j-idol,j-metal,j-pixie,j-pop,j-pop girl group,j-poprock,j-rock,japanese alternative rock,japanese celtic,japanese classical,japanese emo,japanese indie rock,japanese math rock,japanese metalcore,japanese pop punk,japanese post-hardcore,japanese power metal,japanese prog,japanese r&b,japanese singer-songwriter,japanese soul,japanese soundtrack,japanese teen pop,jazz fusion,k-indie,k-pop,k-pop boy group,k-pop girl group,k-rap,k-rock,korean city pop,korean electropop,korean mask singer,korean old school hip hop,korean ost,korean pop,korean r&b,korean singer-songwriter,korean superband,korean trap,neo classical metal,okinawan pop,oshare kei,otacore,power metal,progressive electro house,scorecore,shonen,symphonic rock,touken ranbu,trancecore,visual kei,vocaloid
Free Pass,5z0EvFqwl5fqJ2dDdwQRfs,DRIPPIN,43.0,Kpop 2015-2021,0.535,0.882,1,-2.193,1,0.262,0.0125,0.0,0.276,0.829,202.014,audio_features,5z0EvFqwl5fqJ2dDdwQRfs,spotify:track:5z0EvFqwl5fqJ2dDdwQRfs,https://api.spotify.com/v1/tracks/5z0EvFqwl5fqJ2dDdwQRfs,https://api.spotify.com/v1/audio-analysis/5z0EvFqwl5fqJ2dDdwQRfs,191000,4,5IVacR5tKgTu9HotcG8kkl,70629.0,['k-pop'],39.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forbidden Island,5YFIlLHse7UplUd36BYGSm,HA SUNG WOON,39.0,Kpop 2015-2021,0.711,0.872,11,-4.065,0,0.162,0.0195,0.0,0.0517,0.438,102.033,audio_features,5YFIlLHse7UplUd36BYGSm,spotify:track:5YFIlLHse7UplUd36BYGSm,https://api.spotify.com/v1/tracks/5YFIlLHse7UplUd36BYGSm,https://api.spotify.com/v1/audio-analysis/5YFIlLHse7UplUd36BYGSm,199187,4,3OBkZ9NG8F0Fn4oNpg0yuU,155692.0,"['k-pop', 'korean pop']",49.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sneakers,782PCvZRZ6QZ1hAdYPZryr,HA SUNG WOON,41.0,Kpop 2015-2021,0.65,0.8,0,-3.252,1,0.15,0.128,0.0,0.0878,0.489,99.875,audio_features,782PCvZRZ6QZ1hAdYPZryr,spotify:track:782PCvZRZ6QZ1hAdYPZryr,https://api.spotify.com/v1/tracks/782PCvZRZ6QZ1hAdYPZryr,https://api.spotify.com/v1/audio-analysis/782PCvZRZ6QZ1hAdYPZryr,194520,4,3OBkZ9NG8F0Fn4oNpg0yuU,155692.0,"['k-pop', 'korean pop']",49.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
we broke up anyway,4rxJhizGmqkoCLNd7W1Gwb,LEEWOO,22.0,Kpop 2015-2021,0.428,0.541,3,-5.136,1,0.0326,0.576,0.0,0.14,0.249,135.897,audio_features,4rxJhizGmqkoCLNd7W1Gwb,spotify:track:4rxJhizGmqkoCLNd7W1Gwb,https://api.spotify.com/v1/tracks/4rxJhizGmqkoCLNd7W1Gwb,https://api.spotify.com/v1/audio-analysis/4rxJhizGmqkoCLNd7W1Gwb,249387,4,3yqfDFGcPyMlSaR2AMKaSz,10203.0,['korean pop'],28.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pit A Pat,4khvnIc1bYDFqzXH0aqdnt,XIA,31.0,Kpop 2015-2021,0.565,0.946,1,-1.618,1,0.129,0.204,0.0,0.178,0.81,128.075,audio_features,4khvnIc1bYDFqzXH0aqdnt,spotify:track:4khvnIc1bYDFqzXH0aqdnt,https://api.spotify.com/v1/tracks/4khvnIc1bYDFqzXH0aqdnt,https://api.spotify.com/v1/audio-analysis/4khvnIc1bYDFqzXH0aqdnt,208133,4,0ZHbYuRbvC4tWW0iOdybwi,62282.0,"['k-pop', 'korean pop']",42.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apollo 11 (feat. Jay Park),2PudJHuPDFyXomHjmwTxqG,Jamie,56.0,Kpop 2015-2021,0.635,0.728,11,-2.84,1,0.0792,0.625,0.0,0.124,0.531,145.828,audio_features,2PudJHuPDFyXomHjmwTxqG,spotify:track:2PudJHuPDFyXomHjmwTxqG,https://api.spotify.com/v1/tracks/2PudJHuPDFyXomHjmwTxqG,https://api.spotify.com/v1/audio-analysis/2PudJHuPDFyXomHjmwTxqG,200480,4,2YXlVLKq3X3soXd2aXUtIT,473548.0,['k-pop'],59.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Show Your Love,1VG2YcjPA6XQtiJOoCx9zu,BTOB 4U,46.0,Kpop 2015-2021,0.745,0.827,6,-2.247,1,0.0779,0.0938,0.0,0.104,0.751,93.023,audio_features,1VG2YcjPA6XQtiJOoCx9zu,spotify:track:1VG2YcjPA6XQtiJOoCx9zu,https://api.spotify.com/v1/tracks/1VG2YcjPA6XQtiJOoCx9zu,https://api.spotify.com/v1/audio-analysis/1VG2YcjPA6XQtiJOoCx9zu,191000,4,29txRD4cY4geQXKUZvmseW,32665.0,['k-pop boy group'],36.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G.G.B,0P2C6BCehgzpwZc1ONn1fV,Bling Bling,37.0,Kpop 2015-2021,0.811,0.856,0,-1.565,1,0.0967,0.258,0.0,0.363,0.751,137.968,audio_features,0P2C6BCehgzpwZc1ONn1fV,spotify:track:0P2C6BCehgzpwZc1ONn1fV,https://api.spotify.com/v1/tracks/0P2C6BCehgzpwZc1ONn1fV,https://api.spotify.com/v1/audio-analysis/0P2C6BCehgzpwZc1ONn1fV,177453,4,6xS3dyQKA8RajjorUSVrvi,20711.0,['k-pop girl group'],31.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oh MAMA,3usVtuGqnWOy2zp8CMO0PB,Bling Bling,40.0,Kpop 2015-2021,0.703,0.933,11,-1.515,0,0.0505,0.00424,0.00157,0.333,0.61,110.014,audio_features,3usVtuGqnWOy2zp8CMO0PB,spotify:track:3usVtuGqnWOy2zp8CMO0PB,https://api.spotify.com/v1/tracks/3usVtuGqnWOy2zp8CMO0PB,https://api.spotify.com/v1/audio-analysis/3usVtuGqnWOy2zp8CMO0PB,194533,4,6xS3dyQKA8RajjorUSVrvi,20711.0,['k-pop girl group'],31.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Radio,0LEmGTifwY36CeDnG2c4yF,Henry,44.0,Kpop 2015-2021,0.714,0.8,0,-6.017,1,0.145,0.0826,0.0,0.0837,0.168,146.985,audio_features,0LEmGTifwY36CeDnG2c4yF,spotify:track:0LEmGTifwY36CeDnG2c4yF,https://api.spotify.com/v1/tracks/0LEmGTifwY36CeDnG2c4yF,https://api.spotify.com/v1/audio-analysis/0LEmGTifwY36CeDnG2c4yF,191983,4,1sjw4xq2pAWy5Vdgba5QAt,384478.0,"['k-pop', 'korean pop']",61.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crush on U,0HdlNgleBEcoEktI9eywa9,BAE173,37.0,Kpop 2015-2021,0.656,0.958,0,-1.3,1,0.233,0.159,0.0,0.0662,0.823,104.928,audio_features,0HdlNgleBEcoEktI9eywa9,spotify:track:0HdlNgleBEcoEktI9eywa9,https://api.spotify.com/v1/tracks/0HdlNgleBEcoEktI9eywa9,https://api.spotify.com/v1/audio-analysis/0HdlNgleBEcoEktI9eywa9,184707,4,60315n11JElel8KhdHg8jM,45952.0,"['k-pop', 'k-pop boy group']",32.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loved You,2GYC9mc8TwV8MqPPHOrXCV,BAE173,40.0,Kpop 2015-2021,0.591,0.851,0,-3.856,1,0.052,0.124,0.0,0.299,0.627,128.031,audio_features,2GYC9mc8TwV8MqPPHOrXCV,spotify:track:2GYC9mc8TwV8MqPPHOrXCV,https://api.spotify.com/v1/tracks/2GYC9mc8TwV8MqPPHOrXCV,https://api.spotify.com/v1/audio-analysis/2GYC9mc8TwV8MqPPHOrXCV,228680,4,60315n11JElel8KhdHg8jM,45952.0,"['k-pop', 'k-pop boy group']",32.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Imagine,0zLJbJXNcFtCW4mpoaQ2tE,Brooklyn,30.0,Kpop 2015-2021,0.613,0.945,0,-1.23,0,0.0477,0.0171,0.0,0.109,0.708,130.033,audio_features,0zLJbJXNcFtCW4mpoaQ2tE,spotify:track:0zLJbJXNcFtCW4mpoaQ2tE,https://api.spotify.com/v1/tracks/0zLJbJXNcFtCW4mpoaQ2tE,https://api.spotify.com/v1/audio-analysis/0zLJbJXNcFtCW4mpoaQ2tE,186462,4,4AJKk9TOuKRj9iZqDjb77T,2982.0,[],19.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'm Cold,1FYhB2gHR2VLnQm81RKpqx,Kim Sung Kyu,40.0,Kpop 2015-2021,0.51,0.61,1,-5.214,0,0.0702,0.117,0.0,0.123,0.648,153.58,audio_features,1FYhB2gHR2VLnQm81RKpqx,spotify:track:1FYhB2gHR2VLnQm81RKpqx,https://api.spotify.com/v1/tracks/1FYhB2gHR2VLnQm81RKpqx,https://api.spotify.com/v1/audio-analysis/1FYhB2gHR2VLnQm81RKpqx,229080,4,56mV6FhCrg12O6mOTLxo73,49196.0,"['k-pop', 'korean pop']",41.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUSH,3ytqIDBXmnKD62m2ezyH5I,Kim Sung Kyu,39.0,Kpop 2015-2021,0.609,0.706,3,-6.664,1,0.0646,0.154,1.28e-05,0.0832,0.169,97.975,audio_features,3ytqIDBXmnKD62m2ezyH5I,spotify:track:3ytqIDBXmnKD62m2ezyH5I,https://api.spotify.com/v1/tracks/3ytqIDBXmnKD62m2ezyH5I,https://api.spotify.com/v1/audio-analysis/3ytqIDBXmnKD62m2ezyH5I,222173,4,56mV6FhCrg12O6mOTLxo73,49196.0,"['k-pop', 'korean pop']",41.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hop in (Feat. Hwa Sa, DPR LIVE)",0m7EslFE30tsLNmh3gJdiS,Uhm Jung Hwa,38.0,Kpop 2015-2021,0.68,0.846,5,-2.93,1,0.124,0.298,0.0,0.22,0.64,99.976,audio_features,0m7EslFE30tsLNmh3gJdiS,spotify:track:0m7EslFE30tsLNmh3gJdiS,https://api.spotify.com/v1/tracks/0m7EslFE30tsLNmh3gJdiS,https://api.spotify.com/v1/audio-analysis/0m7EslFE30tsLNmh3gJdiS,220987,4,7xGZWuU7JrDQmJ00L9UzhB,17255.0,['k-pop'],31.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hanryang,2JHHa7MKQahUQi5d4At1GZ,Min Kyunghoon,51.0,Kpop 2015-2021,0.698,0.729,2,-3.67,1,0.101,0.0605,0.0,0.0918,0.306,140.083,audio_features,2JHHa7MKQahUQi5d4At1GZ,spotify:track:2JHHa7MKQahUQi5d4At1GZ,https://api.spotify.com/v1/tracks/2JHHa7MKQahUQi5d4At1GZ,https://api.spotify.com/v1/audio-analysis/2JHHa7MKQahUQi5d4At1GZ,202867,4,7uv6GgFILw5jZxPnsGzER3,33151.0,['korean pop'],41.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HONG EUNKI 4TH SINGLE [ON&ON] - ON&ON,715zUwAT9N6iYeApahN9fp,HONG EUNKI,21.0,Kpop 2015-2021,0.729,0.9,0,-1.925,0,0.0699,0.0918,4.16e-06,0.523,0.806,123.982,audio_features,715zUwAT9N6iYeApahN9fp,spotify:track:715zUwAT9N6iYeApahN9fp,https://api.spotify.com/v1/tracks/715zUwAT9N6iYeApahN9fp,https://api.spotify.com/v1/audio-analysis/715zUwAT9N6iYeApahN9fp,189120,4,2MKcT836vEL1s5kJXJ9QNT,14393.0,[],20.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POW (Feat. GRAY),3QpwHZCLi4vPrt2TJ1kurE,Coogie,43.0,Kpop 2015-2021,0.777,0.721,9,-4.051,0,0.0742,0.414,0.0,0.0768,0.771,84.995,audio_features,3QpwHZCLi4vPrt2TJ1kurE,spotify:track:3QpwHZCLi4vPrt2TJ1kurE,https://api.spotify.com/v1/tracks/3QpwHZCLi4vPrt2TJ1kurE,https://api.spotify.com/v1/audio-analysis/3QpwHZCLi4vPrt2TJ1kurE,182987,4,0IznZPMUyaPGdqfP4oqBja,102873.0,['k-rap'],53.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In the Dark,3mBxoop5ai4eTBV9nL5Y2J,JEONG SEWOON,38.0,Kpop 2015-2021,0.789,0.611,1,-5.638,0,0.0396,0.106,0.0,0.128,0.787,108.024,audio_features,3mBxoop5ai4eTBV9nL5Y2J,spotify:track:3mBxoop5ai4eTBV9nL5Y2J,https://api.spotify.com/v1/tracks/3mBxoop5ai4eTBV9nL5Y2J,https://api.spotify.com/v1/audio-analysis/3mBxoop5ai4eTBV9nL5Y2J,209867,4,2l9aF9jOgB7GI1uyNkx836,237954.0,"['k-pop', 'korean ost', 'korean pop']",49.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fall asleep,7MgcriMn2TBwylq7vUGKqF,Jang Deok Cheol,23.0,Kpop 2015-2021,0.535,0.337,2,-5.322,1,0.0294,0.621,0.0,0.0879,0.304,129.913,audio_features,7MgcriMn2TBwylq7vUGKqF,spotify:track:7MgcriMn2TBwylq7vUGKqF,https://api.spotify.com/v1/tracks/7MgcriMn2TBwylq7vUGKqF,https://api.spotify.com/v1/audio-analysis/7MgcriMn2TBwylq7vUGKqF,246547,4,7bxWk0Z4S3IFnHX3LOBktS,24514.0,['korean pop'],29.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASURABALBALTA,6Y5EExUlWAbDNqJDNTHqVZ,T1419,46.0,Kpop 2015-2021,0.61,0.941,0,-3.227,1,0.0861,0.00549,0.0,0.381,0.589,147.019,audio_features,6Y5EExUlWAbDNqJDNTHqVZ,spotify:track:6Y5EExUlWAbDNqJDNTHqVZ,https://api.spotify.com/v1/tracks/6Y5EExUlWAbDNqJDNTHqVZ,https://api.spotify.com/v1/audio-analysis/6Y5EExUlWAbDNqJDNTHqVZ,218613,3,3uT0R5PsjP0k7NJ565Nqs4,54817.0,['k-pop boy group'],41.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXIT,5pTMVpOuFCM1GYjI2Lm2r3,T1419,38.0,Kpop 2015-2021,0.676,0.878,1,-2.628,0,0.175,0.0902,0.0,0.0724,0.453,174.001,audio_features,5pTMVpOuFCM1GYjI2Lm2r3,spotify:track:5pTMVpOuFCM1GYjI2Lm2r3,https://api.spotify.com/v1/tracks/5pTMVpOuFCM1GYjI2Lm2r3,https://api.spotify.com/v1/audio-analysis/5pTMVpOuFCM1GYjI2Lm2r3,190427,4,3uT0R5PsjP0k7NJ565Nqs4,54817.0,['k-pop boy group'],41.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLEX,3p0YrVoaMqcu2gn1lIgnWF,T1419,49.0,Kpop 2015-2021,0.621,0.913,1,-2.428,0,0.051,0.0162,0.0,0.279,0.539,99.984,audio_features,3p0YrVoaMqcu2gn1lIgnWF,spotify:track:3p0YrVoaMqcu2gn1lIgnWF,https://api.spotify.com/v1/tracks/3p0YrVoaMqcu2gn1lIgnWF,https://api.spotify.com/v1/audio-analysis/3p0YrVoaMqcu2gn1lIgnWF,221707,4,3uT0R5PsjP0k7NJ565Nqs4,54817.0,['k-pop boy group'],41.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thank U,2FqZjsvLrqiQF5CpCOSY7i,U-KNOW,43.0,Kpop 2015-2021,0.802,0.796,4,-2.668,0,0.11,0.061,0.0,0.421,0.598,125.017,audio_features,2FqZjsvLrqiQF5CpCOSY7i,spotify:track:2FqZjsvLrqiQF5CpCOSY7i,https://api.spotify.com/v1/tracks/2FqZjsvLrqiQF5CpCOSY7i,https://api.spotify.com/v1/audio-analysis/2FqZjsvLrqiQF5CpCOSY7i,190973,4,4lqxrwkJ16gYkKNumLA3SL,58863.0,['k-pop'],37.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eeny Meeny,6g1bC84sN16hsWICgeXXb9,U-KNOW,40.0,Kpop 2015-2021,0.904,0.545,8,-4.028,0,0.0641,0.291,2.41e-05,0.0535,0.506,109.962,audio_features,6g1bC84sN16hsWICgeXXb9,spotify:track:6g1bC84sN16hsWICgeXXb9,https://api.spotify.com/v1/tracks/6g1bC84sN16hsWICgeXXb9,https://api.spotify.com/v1/audio-analysis/6g1bC84sN16hsWICgeXXb9,159773,4,4lqxrwkJ16gYkKNumLA3SL,58863.0,['k-pop'],37.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
With and Without You,5E8LKTFF9UpIiuyq1O1vJn,HYNN,28.0,Kpop 2015-2021,0.267,0.469,1,-4.299,1,0.0298,0.655,0.0,0.106,0.238,142.961,audio_features,5E8LKTFF9UpIiuyq1O1vJn,spotify:track:5E8LKTFF9UpIiuyq1O1vJn,https://api.spotify.com/v1/tracks/5E8LKTFF9UpIiuyq1O1vJn,https://api.spotify.com/v1/audio-analysis/5E8LKTFF9UpIiuyq1O1vJn,231293,4,64jfAecBriamQmMs0WAKtj,20219.0,['korean pop'],43.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weekends without you (Duet with KIM JAE HWAN),6pzpYTvJfLFgRPF4SpYrlk,HYNN,29.0,Kpop 2015-2021,0.677,0.625,8,-2.744,1,0.0262,0.1,0.0,0.21,0.325,111.999,audio_features,6pzpYTvJfLFgRPF4SpYrlk,spotify:track:6pzpYTvJfLFgRPF4SpYrlk,https://api.spotify.com/v1/tracks/6pzpYTvJfLFgRPF4SpYrlk,https://api.spotify.com/v1/audio-analysis/6pzpYTvJfLFgRPF4SpYrlk,252733,4,64jfAecBriamQmMs0WAKtj,20219.0,['korean pop'],43.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sign,2FPbBTImo2PpVjx0lFP81n,DALsooobin,30.0,Kpop 2015-2021,0.759,0.852,11,-2.677,0,0.0401,0.0441,0.0,0.278,0.613,107.038,audio_features,2FPbBTImo2PpVjx0lFP81n,spotify:track:2FPbBTImo2PpVjx0lFP81n,https://api.spotify.com/v1/tracks/2FPbBTImo2PpVjx0lFP81n,https://api.spotify.com/v1/audio-analysis/2FPbBTImo2PpVjx0lFP81n,204293,4,0ZjVwJw2cFymrcIwmGuVEl,10007.0,['korean electropop'],28.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOOM DOOM TA,4OoIilBA6IsqLpTDCZmKQc,TRI.BE,52.0,Kpop 2015-2021,0.799,0.927,1,-1.048,1,0.0568,0.0483,0.0015,0.239,0.795,126.0,audio_features,4OoIilBA6IsqLpTDCZmKQc,spotify:track:4OoIilBA6IsqLpTDCZmKQc,https://api.spotify.com/v1/tracks/4OoIilBA6IsqLpTDCZmKQc,https://api.spotify.com/v1/audio-analysis/4OoIilBA6IsqLpTDCZmKQc,195787,4,6BgYuNomEs12UIrnxhWE9a,53259.0,[],46.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUB-A-DUM,2pVTldTTlm2lUamv5PIRBr,TRI.BE,54.0,Kpop 2015-2021,0.786,0.929,7,-3.055,1,0.0708,0.0359,0.000514,0.204,0.625,123.988,audio_features,2pVTldTTlm2lUamv5PIRBr,spotify:track:2pVTldTTlm2lUamv5PIRBr,https://api.spotify.com/v1/tracks/2pVTldTTlm2lUamv5PIRBr,https://api.spotify.com/v1/audio-analysis/2pVTldTTlm2lUamv5PIRBr,199640,4,6BgYuNomEs12UIrnxhWE9a,53259.0,[],46.0,Other,Kpop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
