Track Name,Track ID,Artist,Track Popularity,Playlist_x,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,Artist ID,Artist Followers,Artist genres,Artist popularity
Shelter,2CgOd0Lj5MuvOqzqdaAXtS,Porter Robinson,Porter Robinson,lit anime music,0.701,0.964,4,-2.037,0,0.127,0.114,9.34e-06,0.153,0.484,113.058,audio_features,3JaMGQXJmtbAhvgl0nBPPN,spotify:track:3JaMGQXJmtbAhvgl0nBPPN,https://api.spotify.com/v1/tracks/3JaMGQXJmtbAhvgl0nBPPN,https://api.spotify.com/v1/audio-analysis/3JaMGQXJmtbAhvgl0nBPPN,235434,4,3dz0NnIZhtKKeXZxLOxCam,934840.0,"['complextro', 'edm', 'progressive electro house']",65.0
"Sis Puella Magica (From ""Madoka Magica"")",5CNtlqrIUaCDsMQBD5cuTl,Lizz Robinett,Lizz Robinett,lit anime music,0.572,0.84,0,-3.349,0,0.126,0.155,0.0,0.638,0.146,149.864,audio_features,63J1RStsmoVKXNTCHRNxii,spotify:track:63J1RStsmoVKXNTCHRNxii,https://api.spotify.com/v1/tracks/63J1RStsmoVKXNTCHRNxii,https://api.spotify.com/v1/audio-analysis/63J1RStsmoVKXNTCHRNxii,229627,4,47SKKz21c5Zd3Fh8u8pMvP,77733.0,['otacore'],55.0
Sailor Moon - Theme,7Hui6uk9HxilWeWzsaHGlg,Coded Channel,Coded Channel,lit anime music,0.69,0.931,4,-2.061,0,0.0298,0.0325,4.37e-05,0.199,0.957,126.983,audio_features,5fWKr5p15BTazjflJ6HX5j,spotify:track:5fWKr5p15BTazjflJ6HX5j,https://api.spotify.com/v1/tracks/5fWKr5p15BTazjflJ6HX5j,https://api.spotify.com/v1/audio-analysis/5fWKr5p15BTazjflJ6HX5j,193154,4,5KTdvobMRET4Z8uRxvMUCW,4401.0,[],40.0
"Love Dramatic (From ""Kaguya-sama: Love is War"")",3DDdNDx9pTfF310DpSrOf7,Miura Jam,Miura Jam,lit anime music,0.817,0.95,11,-1.991,0,0.0458,0.185,0.0,0.337,0.97,133.041,audio_features,4zPF7ERedaIZGDIxnE1KVH,spotify:track:4zPF7ERedaIZGDIxnE1KVH,https://api.spotify.com/v1/tracks/4zPF7ERedaIZGDIxnE1KVH,https://api.spotify.com/v1/audio-analysis/4zPF7ERedaIZGDIxnE1KVH,206028,4,5ZcXM1KFH6hhLoBIdgCnap,58856.0,['otacore'],63.0
"Brave Heart (From ""Digimon Adventure"")",0FUiraiutqc7GnT0rJERcg,Miura Jam,Miura Jam,lit anime music,0.67,0.937,4,-1.824,0,0.0937,0.051,2.04e-05,0.0301,0.692,100.016,audio_features,0FA8fu18QvcYZNOAC7WeFa,spotify:track:0FA8fu18QvcYZNOAC7WeFa,https://api.spotify.com/v1/tracks/0FA8fu18QvcYZNOAC7WeFa,https://api.spotify.com/v1/audio-analysis/0FA8fu18QvcYZNOAC7WeFa,198173,4,5ZcXM1KFH6hhLoBIdgCnap,58856.0,['otacore'],63.0
Kibou No Uta (Food Wars! Shokugeki No Soma),1SqKx8ek6w2v6XYPQROobR,Miura Jam,Miura Jam,lit anime music,0.699,0.98,5,-0.318,0,0.0374,0.139,0.000158,0.194,0.962,133.998,audio_features,0NN8ReY7yoj3eAT3vMHSNq,spotify:track:0NN8ReY7yoj3eAT3vMHSNq,https://api.spotify.com/v1/tracks/0NN8ReY7yoj3eAT3vMHSNq,https://api.spotify.com/v1/audio-analysis/0NN8ReY7yoj3eAT3vMHSNq,199234,4,5ZcXM1KFH6hhLoBIdgCnap,58856.0,['otacore'],63.0
My Dearest,5HhYHpxwdGTCO5YK7dycoT,supercell,supercell,lit anime music,0.752,0.852,7,-3.45,1,0.0806,0.415,0.0,0.233,0.784,124.942,audio_features,4VOZzJeoNhvvTaGTztogVt,spotify:track:4VOZzJeoNhvvTaGTztogVt,https://api.spotify.com/v1/tracks/4VOZzJeoNhvvTaGTztogVt,https://api.spotify.com/v1/audio-analysis/4VOZzJeoNhvvTaGTztogVt,221489,4,4Mc3zbnQx4wRb0tYg7A8sG,336134.0,"['anime', 'j-poprock', 'vocaloid']",51.0
God knows...,4YnXlBbFnMJf6qiO2LQMlU,涼宮ハルヒ (CV.平野 綾),涼宮ハルヒ (CV.平野 綾),lit anime music,0.503,0.868,11,-3.727,0,0.179,0.0414,0.0,0.35,0.708,175.62,audio_features,63M8a0AXYVBoZZfZmJbt6O,spotify:track:63M8a0AXYVBoZZfZmJbt6O,https://api.spotify.com/v1/tracks/63M8a0AXYVBoZZfZmJbt6O,https://api.spotify.com/v1/audio-analysis/63M8a0AXYVBoZZfZmJbt6O,193588,4,4eWMhmDkvSkgeHo0D2RT31,2622.0,['shonen'],39.0
DADDY ! DADDY ! DO !,7tdBXBfqfXSWpMaMA8QaES,Masayuki Suzuki,Masayuki Suzuki,lit anime music,0.633,0.915,9,-2.347,1,0.106,0.0437,0.0,0.107,0.622,128.033,audio_features,5crARIrvoMiMf2AdlD78WN,spotify:track:5crARIrvoMiMf2AdlD78WN,https://api.spotify.com/v1/tracks/5crARIrvoMiMf2AdlD78WN,https://api.spotify.com/v1/audio-analysis/5crARIrvoMiMf2AdlD78WN,206500,4,7HRu4Npbza5TBWn74TkAOF,136466.0,['classic j-pop'],55.0
ファティマ,4UPR9dSw2YcvJQAGJKPwCk,いとうかなこ,いとうかなこ,lit anime music,0.586,0.916,9,-1.83,1,0.0712,0.0027,0.0,0.402,0.537,163.787,audio_features,1kPJiJ3N8cuw5Kzev8Ilu0,spotify:track:1kPJiJ3N8cuw5Kzev8Ilu0,https://api.spotify.com/v1/tracks/1kPJiJ3N8cuw5Kzev8Ilu0,https://api.spotify.com/v1/audio-analysis/1kPJiJ3N8cuw5Kzev8Ilu0,199889,4,2d12dVIZQZk9CKhEsezaoN,71284.0,"['anime', 'j-pixie', 'otacore']",44.0
행복 (Happiness),6XP9L7di5JnOc9WaeAW8oe,Red Velvet,Red Velvet,Kpop girl group songs that were a cultural reset,0.727,0.871,10,-3.099,0,0.158,0.323,6.21e-06,0.725,0.681,121.438,audio_features,6XP9L7di5JnOc9WaeAW8oe,spotify:track:6XP9L7di5JnOc9WaeAW8oe,https://api.spotify.com/v1/tracks/6XP9L7di5JnOc9WaeAW8oe,https://api.spotify.com/v1/audio-analysis/6XP9L7di5JnOc9WaeAW8oe,220987,4,1z4g3DjTBBZKhvAroFlhOM,5935991.0,"['k-pop', 'k-pop girl group']",76.0
Ice Cream Cake,5vCuawHQ8Poch1odz9JDpB,Red Velvet,Red Velvet,Kpop girl group songs that were a cultural reset,0.58,0.935,9,-3.348,1,0.189,0.0318,0.0,0.0977,0.603,172.023,audio_features,5vCuawHQ8Poch1odz9JDpB,spotify:track:5vCuawHQ8Poch1odz9JDpB,https://api.spotify.com/v1/tracks/5vCuawHQ8Poch1odz9JDpB,https://api.spotify.com/v1/audio-analysis/5vCuawHQ8Poch1odz9JDpB,191440,4,1z4g3DjTBBZKhvAroFlhOM,5935991.0,"['k-pop', 'k-pop girl group']",76.0
러시안 룰렛 Russian Roulette,5HiSc2ZCGn8L3cH3qSwzBT,Red Velvet,Red Velvet,Kpop girl group songs that were a cultural reset,0.726,0.903,7,-2.277,0,0.0357,0.055,0.000225,0.158,0.958,129.986,audio_features,5HiSc2ZCGn8L3cH3qSwzBT,spotify:track:5HiSc2ZCGn8L3cH3qSwzBT,https://api.spotify.com/v1/tracks/5HiSc2ZCGn8L3cH3qSwzBT,https://api.spotify.com/v1/audio-analysis/5HiSc2ZCGn8L3cH3qSwzBT,211244,4,1z4g3DjTBBZKhvAroFlhOM,5935991.0,"['k-pop', 'k-pop girl group']",76.0
Red Flavor,7nKQ5WAcjnG48knyLuo8gO,Red Velvet,Red Velvet,Kpop girl group songs that were a cultural reset,0.709,0.917,9,-3.315,1,0.189,0.0409,0.0,0.0839,0.515,125.042,audio_features,7nKQ5WAcjnG48knyLuo8gO,spotify:track:7nKQ5WAcjnG48knyLuo8gO,https://api.spotify.com/v1/tracks/7nKQ5WAcjnG48knyLuo8gO,https://api.spotify.com/v1/audio-analysis/7nKQ5WAcjnG48knyLuo8gO,191139,4,1z4g3DjTBBZKhvAroFlhOM,5935991.0,"['k-pop', 'k-pop girl group']",76.0
Peek-A-Boo,42tFTth2jcF7iSo0RBjfJF,Red Velvet,Red Velvet,Kpop girl group songs that were a cultural reset,0.839,0.902,1,-3.612,0,0.0536,0.0868,0.00257,0.272,0.639,114.953,audio_features,42tFTth2jcF7iSo0RBjfJF,spotify:track:42tFTth2jcF7iSo0RBjfJF,https://api.spotify.com/v1/tracks/42tFTth2jcF7iSo0RBjfJF,https://api.spotify.com/v1/audio-analysis/42tFTth2jcF7iSo0RBjfJF,189050,4,1z4g3DjTBBZKhvAroFlhOM,5935991.0,"['k-pop', 'k-pop girl group']",76.0
Bad Boy,5GKwq4sO5ZHKuWaDmdwMQc,Red Velvet,Red Velvet,Kpop girl group songs that were a cultural reset,0.714,0.736,2,-3.801,1,0.0457,0.191,0.0,0.0553,0.814,149.985,audio_features,5GKwq4sO5ZHKuWaDmdwMQc,spotify:track:5GKwq4sO5ZHKuWaDmdwMQc,https://api.spotify.com/v1/tracks/5GKwq4sO5ZHKuWaDmdwMQc,https://api.spotify.com/v1/audio-analysis/5GKwq4sO5ZHKuWaDmdwMQc,210818,4,1z4g3DjTBBZKhvAroFlhOM,5935991.0,"['k-pop', 'k-pop girl group']",76.0
Zimzalabim,0GUbhhI5fRx7BlqlqlhjuB,Red Velvet,Red Velvet,Kpop girl group songs that were a cultural reset,0.68,0.878,5,-4.791,0,0.179,0.0028,2.22e-05,0.336,0.531,127.991,audio_features,0GUbhhI5fRx7BlqlqlhjuB,spotify:track:0GUbhhI5fRx7BlqlqlhjuB,https://api.spotify.com/v1/tracks/0GUbhhI5fRx7BlqlqlhjuB,https://api.spotify.com/v1/audio-analysis/0GUbhhI5fRx7BlqlqlhjuB,190860,4,1z4g3DjTBBZKhvAroFlhOM,5935991.0,"['k-pop', 'k-pop girl group']",76.0
Psycho,3CYH422oy1cZNoo0GTG1TK,Red Velvet,Red Velvet,Kpop girl group songs that were a cultural reset,0.664,0.666,8,-2.203,1,0.0446,0.193,0.0,0.0854,0.405,139.987,audio_features,3CYH422oy1cZNoo0GTG1TK,spotify:track:3CYH422oy1cZNoo0GTG1TK,https://api.spotify.com/v1/tracks/3CYH422oy1cZNoo0GTG1TK,https://api.spotify.com/v1/audio-analysis/3CYH422oy1cZNoo0GTG1TK,210560,4,1z4g3DjTBBZKhvAroFlhOM,5935991.0,"['k-pop', 'k-pop girl group']",76.0
裏切りの夕焼け,3CmSagHUDDSpoMhn3tqvdR,THEATRE BROOK,THEATRE BROOK,lit anime music,0.697,0.927,0,-2.268,1,0.0772,0.0424,0.0,0.1,0.8,128.084,audio_features,1jbHCJ8EtvoKfMMYy3bAlN,spotify:track:1jbHCJ8EtvoKfMMYy3bAlN,https://api.spotify.com/v1/tracks/1jbHCJ8EtvoKfMMYy3bAlN,https://api.spotify.com/v1/audio-analysis/1jbHCJ8EtvoKfMMYy3bAlN,212950,4,45mcHOr3FnakkF8oXLyhkr,5540.0,['j-poprock'],35.0
君が好きだと叫びたい,1QosBLJsl7ZuNGvvxpGOkB,D-51,D-51,Shounen Anime Vibes (Anime Opening & Ending),0.697,0.927,0,-2.268,1,0.0772,0.0424,0.0,0.1,0.8,128.084,audio_features,1jbHCJ8EtvoKfMMYy3bAlN,spotify:track:1jbHCJ8EtvoKfMMYy3bAlN,https://api.spotify.com/v1/tracks/1jbHCJ8EtvoKfMMYy3bAlN,https://api.spotify.com/v1/audio-analysis/1jbHCJ8EtvoKfMMYy3bAlN,212950,4,5uisl58N23dXm8fGfbLF8m,31738.0,"['j-poprock', 'okinawan pop']",47.0
Brand New World,1mV4Ti0I8kZF3Dd72qPEW5,D-51,D-51,lit anime music,0.735,0.911,6,-3.282,0,0.0437,0.0511,0.0,0.074,0.685,103.978,audio_features,7EZ79Zl4XsPS320q0KXC6E,spotify:track:7EZ79Zl4XsPS320q0KXC6E,https://api.spotify.com/v1/tracks/7EZ79Zl4XsPS320q0KXC6E,https://api.spotify.com/v1/audio-analysis/7EZ79Zl4XsPS320q0KXC6E,238920,4,5uisl58N23dXm8fGfbLF8m,31738.0,"['j-poprock', 'okinawan pop']",47.0
Up & Down,6BKOhvRPY54uvfqWwg7MKi,EXID,EXID,Kpop girl group songs that were a cultural reset,0.714,0.812,7,-2.703,1,0.0351,0.00189,1.96e-06,0.229,0.377,112.018,audio_features,6BKOhvRPY54uvfqWwg7MKi,spotify:track:6BKOhvRPY54uvfqWwg7MKi,https://api.spotify.com/v1/tracks/6BKOhvRPY54uvfqWwg7MKi,https://api.spotify.com/v1/audio-analysis/6BKOhvRPY54uvfqWwg7MKi,189882,4,1xs6WFotNQSXweo0GXrS0O,1326149.0,"['k-pop', 'k-pop girl group']",55.0
Ah Yeah,68daw5D7jgDf55BJmaiQIf,EXID,EXID,Kpop girl group songs that were a cultural reset,0.762,0.939,11,-2.688,0,0.054,0.0483,0.0,0.0719,0.428,117.986,audio_features,68daw5D7jgDf55BJmaiQIf,spotify:track:68daw5D7jgDf55BJmaiQIf,https://api.spotify.com/v1/tracks/68daw5D7jgDf55BJmaiQIf,https://api.spotify.com/v1/audio-analysis/68daw5D7jgDf55BJmaiQIf,199643,4,1xs6WFotNQSXweo0GXrS0O,1326149.0,"['k-pop', 'k-pop girl group']",55.0
DDD,3nXUfNbkv8ikaSdHwEp0oY,EXID,EXID,Kpop girl group songs that were a cultural reset,0.718,0.794,11,-2.877,0,0.0703,0.0806,0.0,0.0679,0.751,114.285,audio_features,3nXUfNbkv8ikaSdHwEp0oY,spotify:track:3nXUfNbkv8ikaSdHwEp0oY,https://api.spotify.com/v1/tracks/3nXUfNbkv8ikaSdHwEp0oY,https://api.spotify.com/v1/audio-analysis/3nXUfNbkv8ikaSdHwEp0oY,205821,4,1xs6WFotNQSXweo0GXrS0O,1326149.0,"['k-pop', 'k-pop girl group']",55.0
I Love You,7n2HVHWqFsyAOs5HqmE1Dl,EXID,EXID,Kpop girl group songs that were a cultural reset,0.695,0.832,9,-3.455,0,0.0288,0.000371,0.000483,0.469,0.249,111.997,audio_features,7n2HVHWqFsyAOs5HqmE1Dl,spotify:track:7n2HVHWqFsyAOs5HqmE1Dl,https://api.spotify.com/v1/tracks/7n2HVHWqFsyAOs5HqmE1Dl,https://api.spotify.com/v1/audio-analysis/7n2HVHWqFsyAOs5HqmE1Dl,194699,4,1xs6WFotNQSXweo0GXrS0O,1326149.0,"['k-pop', 'k-pop girl group']",55.0
"Hacking to the Gate (From ""Stein's Gate"")",05r6omJz9lhNitXDUgIjpH,Raon Lee,Raon Lee,lit anime music,0.714,0.812,7,-2.703,1,0.0351,0.00189,1.96e-06,0.229,0.377,112.018,audio_features,6BKOhvRPY54uvfqWwg7MKi,spotify:track:6BKOhvRPY54uvfqWwg7MKi,https://api.spotify.com/v1/tracks/6BKOhvRPY54uvfqWwg7MKi,https://api.spotify.com/v1/audio-analysis/6BKOhvRPY54uvfqWwg7MKi,189882,4,6grPDYoluzn0yi8qloRKst,108060.0,['otacore'],52.0
For The Night,0YuCfDJKedqE4UcMDwattx,As One,As One,Kpop girl group songs that were a cultural reset,0.628,0.657,1,-3.017,0,0.0401,0.345,0.0,0.349,0.589,89.99,audio_features,0YuCfDJKedqE4UcMDwattx,spotify:track:0YuCfDJKedqE4UcMDwattx,https://api.spotify.com/v1/tracks/0YuCfDJKedqE4UcMDwattx,https://api.spotify.com/v1/audio-analysis/0YuCfDJKedqE4UcMDwattx,251438,4,1MF797sg8WfxKRXELhlqtT,4601.0,"['classic k-pop', 'korean pop']",30.0
Kuusou mesorogii,7Fkgp2iEhCZW1gRen41H8p,松澤由美,松澤由美,lit anime music,0.628,0.657,1,-3.017,0,0.0401,0.345,0.0,0.349,0.589,89.99,audio_features,0YuCfDJKedqE4UcMDwattx,spotify:track:0YuCfDJKedqE4UcMDwattx,https://api.spotify.com/v1/tracks/0YuCfDJKedqE4UcMDwattx,https://api.spotify.com/v1/audio-analysis/0YuCfDJKedqE4UcMDwattx,251438,4,3o6g9w0bVP3uxe16KsCEkb,1279.0,[],31.0
無能,6WbzmuCMKIjA3l53B7NGRo,Österreich,Österreich,Shounen Anime Vibes (Anime Opening & Ending),0.735,0.911,6,-3.282,0,0.0437,0.0511,0.0,0.074,0.685,103.978,audio_features,7EZ79Zl4XsPS320q0KXC6E,spotify:track:7EZ79Zl4XsPS320q0KXC6E,https://api.spotify.com/v1/tracks/7EZ79Zl4XsPS320q0KXC6E,https://api.spotify.com/v1/audio-analysis/7EZ79Zl4XsPS320q0KXC6E,238920,4,16gEZTmX8wNpdWCgD28LRx,21815.0,['japanese math rock'],40.0
楽園の君,4rTyVTOVGZBKjSON8AyEQz,Österreich,Österreich,Shounen Anime Vibes (Anime Opening & Ending),0.54,0.929,7,-2.646,1,0.279,0.00584,4.11e-06,0.424,0.621,176.019,audio_features,5DZdCgnX9xAj59X6X7cQBs,spotify:track:5DZdCgnX9xAj59X6X7cQBs,https://api.spotify.com/v1/tracks/5DZdCgnX9xAj59X6X7cQBs,https://api.spotify.com/v1/audio-analysis/5DZdCgnX9xAj59X6X7cQBs,192400,4,16gEZTmX8wNpdWCgD28LRx,21815.0,['japanese math rock'],40.0
Deja Vu,0Tq5nLTRlHw2pYgfhdUxke,SONAMOO,SONAMOO,Kpop girl group songs that were a cultural reset,0.824,0.77,1,-4.18,1,0.0453,0.00968,2.78e-06,0.368,0.391,108.019,audio_features,0Tq5nLTRlHw2pYgfhdUxke,spotify:track:0Tq5nLTRlHw2pYgfhdUxke,https://api.spotify.com/v1/tracks/0Tq5nLTRlHw2pYgfhdUxke,https://api.spotify.com/v1/audio-analysis/0Tq5nLTRlHw2pYgfhdUxke,205218,4,2MY1GcYSTw3QH2C1Umzsq0,141285.0,['k-pop girl group'],29.0
Wild Side,3UknZzYzAhqcCVPahU5FY1,ALI,ALI,lit anime music,0.824,0.77,1,-4.18,1,0.0453,0.00968,2.78e-06,0.368,0.391,108.019,audio_features,0Tq5nLTRlHw2pYgfhdUxke,spotify:track:0Tq5nLTRlHw2pYgfhdUxke,https://api.spotify.com/v1/tracks/0Tq5nLTRlHw2pYgfhdUxke,https://api.spotify.com/v1/audio-analysis/0Tq5nLTRlHw2pYgfhdUxke,205218,4,2Qqrew4ZcEwf9NY7UqWGfU,90866.0,['japanese soul'],32.0
フィクション,543jStmHR1VrSfpxmjUIn6,sumika,sumika,lit anime music,0.817,0.816,11,-5.152,0,0.181,0.0629,0.0,0.32,0.832,101.001,audio_features,3usNq12G6hzghfodcezACn,spotify:track:3usNq12G6hzghfodcezACn,https://api.spotify.com/v1/tracks/3usNq12G6hzghfodcezACn,https://api.spotify.com/v1/audio-analysis/3usNq12G6hzghfodcezACn,203821,4,0ySFZq3Wd0SQUyJUzmJAeb,628189.0,"['anime', 'j-pop', 'j-poprock', 'j-rock', 'japanese teen pop']",62.0
ウィーアー! (ワンピース) - LIVE,42esJ6BgSoV1DS3Onns03h,Hiroshi Kitadani,Hiroshi Kitadani,Shounen Anime Vibes (Anime Opening & Ending),0.817,0.816,11,-5.152,0,0.181,0.0629,0.0,0.32,0.832,101.001,audio_features,3usNq12G6hzghfodcezACn,spotify:track:3usNq12G6hzghfodcezACn,https://api.spotify.com/v1/tracks/3usNq12G6hzghfodcezACn,https://api.spotify.com/v1/audio-analysis/3usNq12G6hzghfodcezACn,203821,4,4AJU1RjcIcPXJ29eoV5Jop,12187.0,[],47.0
Believe,5Wg6U4mLyjJj8ApPkWHBKB,Folder 5,Folder 5,Shounen Anime Vibes (Anime Opening & Ending),0.733,0.929,7,-1.796,1,0.0794,0.131,0.0,0.294,0.939,110.003,audio_features,7gHx1QGVqAQtF089gebvrY,spotify:track:7gHx1QGVqAQtF089gebvrY,https://api.spotify.com/v1/tracks/7gHx1QGVqAQtF089gebvrY,https://api.spotify.com/v1/audio-analysis/7gHx1QGVqAQtF089gebvrY,180572,4,2B7camiqgR0ErfveavlNIG,5050.0,"['j-pop girl group', 'okinawan pop']",41.0
One Small Step,0wvi4qO9vQ0HkkKrMAdoTA,リリアン・ワインバーグ(Song Performed by Laura Pitt-Pulford),リリアン・ワインバーグ(Song Performed by Laura Pitt-Pulford),lit anime music,0.563,0.775,5,-3.341,0,0.0511,0.158,7.16e-05,0.282,0.434,141.876,audio_features,1PVluFXbdOTv29475JS2Mj,spotify:track:1PVluFXbdOTv29475JS2Mj,https://api.spotify.com/v1/tracks/1PVluFXbdOTv29475JS2Mj,https://api.spotify.com/v1/audio-analysis/1PVluFXbdOTv29475JS2Mj,210613,4,1JyA4TFld3mybh8Viy3Nmc,819.0,[],30.0
楽園,1MFLgJxf4vcLxXubNlJE54,Fujifabric,Fujifabric,lit anime music,0.58,0.935,9,-3.348,1,0.189,0.0318,0.0,0.0977,0.603,172.023,audio_features,5vCuawHQ8Poch1odz9JDpB,spotify:track:5vCuawHQ8Poch1odz9JDpB,https://api.spotify.com/v1/tracks/5vCuawHQ8Poch1odz9JDpB,https://api.spotify.com/v1/audio-analysis/5vCuawHQ8Poch1odz9JDpB,191440,4,2QgdUzpKFNxey5IuwvsGBL,251280.0,"['j-pop', 'j-poprock', 'j-rock', 'japanese alternative rock']",54.0
Give It Up?,6dJqNfKmEz64garAEuZBtp,Kuroneko,Kuroneko,lit anime music,0.879,0.846,4,-2.309,0,0.0375,0.0707,0.0,0.0797,0.966,129.986,audio_features,2rO1OMbLrfKIkqrqcATv3u,spotify:track:2rO1OMbLrfKIkqrqcATv3u,https://api.spotify.com/v1/tracks/2rO1OMbLrfKIkqrqcATv3u,https://api.spotify.com/v1/audio-analysis/2rO1OMbLrfKIkqrqcATv3u,197506,4,6Tz3nFnN2k3qvsjgJuCO1p,136690.0,"['anime rock', 'j-pixie']",44.0
The Light,6VgerqiIeiOoJo9jCP1LJN,THE ARK,THE ARK,Kpop girl group songs that were a cultural reset,0.648,0.86,7,-3.815,1,0.106,0.0659,0.0,0.25,0.585,89.962,audio_features,6VgerqiIeiOoJo9jCP1LJN,spotify:track:6VgerqiIeiOoJo9jCP1LJN,https://api.spotify.com/v1/tracks/6VgerqiIeiOoJo9jCP1LJN,https://api.spotify.com/v1/audio-analysis/6VgerqiIeiOoJo9jCP1LJN,181503,4,6Mq9F9rEB13DlSbVIvX0UC,7072.0,['k-pop girl group'],30.0
IKOUZE PARADISE,6PWTHFbYE9wSaQojr7umQ5,STUNK(CV:JUNJI MAJIMA),STUNK(CV:JUNJI MAJIMA),lit anime music,0.648,0.86,7,-3.815,1,0.106,0.0659,0.0,0.25,0.585,89.962,audio_features,6VgerqiIeiOoJo9jCP1LJN,spotify:track:6VgerqiIeiOoJo9jCP1LJN,https://api.spotify.com/v1/tracks/6VgerqiIeiOoJo9jCP1LJN,https://api.spotify.com/v1/audio-analysis/6VgerqiIeiOoJo9jCP1LJN,181503,4,1gchAn06YwVzrs3MOkqmVF,382.0,[],25.0
H.T,27MWlouE3EXEJUZbiAS6tk,Tsuneo Imahori,Tsuneo Imahori,Shounen Anime Vibes (Anime Opening & Ending),0.648,0.86,7,-3.815,1,0.106,0.0659,0.0,0.25,0.585,89.962,audio_features,6VgerqiIeiOoJo9jCP1LJN,spotify:track:6VgerqiIeiOoJo9jCP1LJN,https://api.spotify.com/v1/tracks/6VgerqiIeiOoJo9jCP1LJN,https://api.spotify.com/v1/audio-analysis/6VgerqiIeiOoJo9jCP1LJN,181503,4,5pfYZjQ34Czl0aQcWxQSmp,4145.0,['japanese prog'],38.0
"This Game (From ""No Game No Life"")",7iee61Hcc9k4WAI87lyVsq,V0RA,V0RA,lit anime music,0.762,0.939,11,-2.688,0,0.054,0.0483,0.0,0.0719,0.428,117.986,audio_features,68daw5D7jgDf55BJmaiQIf,spotify:track:68daw5D7jgDf55BJmaiQIf,https://api.spotify.com/v1/tracks/68daw5D7jgDf55BJmaiQIf,https://api.spotify.com/v1/audio-analysis/68daw5D7jgDf55BJmaiQIf,199643,4,7w81xbpA8HiHfBiyTw7xWC,1757.0,[],34.0
瞬間センチメンタル,53PJqUlPuzywePHDS7dm11,SCANDAL,SCANDAL,Shounen Anime Vibes (Anime Opening & Ending),0.762,0.939,11,-2.688,0,0.054,0.0483,0.0,0.0719,0.428,117.986,audio_features,68daw5D7jgDf55BJmaiQIf,spotify:track:68daw5D7jgDf55BJmaiQIf,https://api.spotify.com/v1/tracks/68daw5D7jgDf55BJmaiQIf,https://api.spotify.com/v1/audio-analysis/68daw5D7jgDf55BJmaiQIf,199643,4,7hTZwqQILVH4bAbN67CeEz,245568.0,"['anime', 'idol rock', 'j-pop', 'j-poprock']",52.0
THE HERO !! 〜怒れる拳に火をつけろ〜,4YycgLIc3P6oQRY5NiOybl,JAM Project,JAM Project,Shounen Anime Vibes (Anime Opening & Ending),0.788,0.893,5,-1.903,0,0.0572,0.378,0.0,0.0649,0.884,126.042,audio_features,1067REIdzHeSuEOiiDBefP,spotify:track:1067REIdzHeSuEOiiDBefP,https://api.spotify.com/v1/tracks/1067REIdzHeSuEOiiDBefP,https://api.spotify.com/v1/audio-analysis/1067REIdzHeSuEOiiDBefP,177032,4,0CPdwFVMsHZWpNgKuLaTuU,42292.0,['anime score'],51.0
Excuse Me,0FA8fu18QvcYZNOAC7WeFa,BESTie,BESTie,Kpop girl group songs that were a cultural reset,0.67,0.937,4,-1.824,0,0.0937,0.051,2.04e-05,0.0301,0.692,100.016,audio_features,0FA8fu18QvcYZNOAC7WeFa,spotify:track:0FA8fu18QvcYZNOAC7WeFa,https://api.spotify.com/v1/tracks/0FA8fu18QvcYZNOAC7WeFa,https://api.spotify.com/v1/audio-analysis/0FA8fu18QvcYZNOAC7WeFa,198173,4,1HiZjIv6iLp9cs5vX0AJKo,121991.0,"['k-pop', 'k-pop girl group']",30.0
Rengoku Theme,1kvgnPAMyMI5E0B8XXQcSI,Samuel Kim,Samuel Kim,lit anime music,0.729,0.893,7,-1.896,1,0.0476,0.128,0.0,0.167,0.453,104.977,audio_features,0icGgAiUx5b0amQLycmGUr,spotify:track:0icGgAiUx5b0amQLycmGUr,https://api.spotify.com/v1/tracks/0icGgAiUx5b0amQLycmGUr,https://api.spotify.com/v1/audio-analysis/0icGgAiUx5b0amQLycmGUr,214088,4,2bdcBjvuI9worc472GbeU0,138529.0,['anime lo-fi'],66.0
Akaza vs Rengoku Theme,0cm5HNoYEygzyVZetb9yho,Samuel Kim,Samuel Kim,lit anime music,0.661,0.97,0,-1.802,1,0.091,0.137,0.0,0.887,0.773,125.993,audio_features,7pm5uhK7xiEM9fQvuCE78l,spotify:track:7pm5uhK7xiEM9fQvuCE78l,https://api.spotify.com/v1/tracks/7pm5uhK7xiEM9fQvuCE78l,https://api.spotify.com/v1/audio-analysis/7pm5uhK7xiEM9fQvuCE78l,196522,4,2bdcBjvuI9worc472GbeU0,138529.0,['anime lo-fi'],66.0
Kakyoin Theme - Epic Version,53GRefoHISMhLFSSf2yhpw,Samuel Kim,Samuel Kim,lit anime music,0.699,0.944,11,-2.907,0,0.166,0.11,0.0,0.735,0.853,115.96,audio_features,0GqvfTRhP8HUn16mQx5Hxi,spotify:track:0GqvfTRhP8HUn16mQx5Hxi,https://api.spotify.com/v1/tracks/0GqvfTRhP8HUn16mQx5Hxi,https://api.spotify.com/v1/audio-analysis/0GqvfTRhP8HUn16mQx5Hxi,182122,4,2bdcBjvuI9worc472GbeU0,138529.0,['anime lo-fi'],66.0
